id,canonical_slug,name,developer,model,created,description,context_length,architecture_input_modalities,architecture_output_modalities,architecture_tokenizer,architecture_instruct_type,pricing_prompt,pricing_completion,pricing_request,pricing_image,pricing_web_search,pricing_internal_reasoning,pricing_input_cache_read,pricing_input_cache_write,top_provider_context_length,top_provider_max_completion_tokens,top_provider_is_moderated,supported_parameters,default_parameters,expiration_date,knowledge_cutoff,links,per_request_limits,supported_voices,hugging_face_id,benchmarks_design_arena
"allenai/olmo-3-32b-think","allenai/olmo-3-32b-think-20251121","AllenAI: Olmo 3 32B Think","AllenAI","Olmo 3 32B Think","1763758276","Olmo 3 32B Think is a large-scale; 32-billion-parameter model purpose-built for deep reasoning; complex logic chains and advanced instruction-following scenarios. Its capacity enables strong performance on demanding evaluation tasks and...","65536","text","text","Other","","0.00000015","0.0000005","","","","","","","65536","65536","","frequency_penalty|include_reasoning|logit_bias|max_tokens|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|top_k|top_p","{""temperature"":0.6;""top_p"":0.95;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/allenai/olmo-3-32b-think-20251121/endpoints""}","null","null","allenai/Olmo-3-32B-Think",""
"google/gemini-3-pro-image-preview","google/gemini-3-pro-image-preview-20251120","Google: Nano Banana Pro (Gemini 3 Pro Image Preview)","Google","Nano Banana Pro (Gemini 3 Pro Image Preview)","1763653797","Nano Banana Pro is Google’s most advanced image-generation and editing model; built on Gemini 3 Pro. It extends the original Nano Banana with significantly improved multimodal reasoning; real-world grounding; and...","65536","image|text","image|text","Gemini","","0.000002","0.000012","","0.000002","0.014","0.000012","0.0000002","0.000000375","65536","32768","","include_reasoning|max_tokens|reasoning|response_format|seed|stop|structured_outputs|temperature|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/google/gemini-3-pro-image-preview-20251120/endpoints""}","null","null","","models/graphicdesign:elo=1286,wr=66,rank=3|models/image:elo=1272,wr=62.2,rank=3|models/logo:elo=1260,wr=61,rank=3|models/imageediting:elo=1273,wr=66.1,rank=2"
"thenlper/gte-base","thenlper/gte-base-20251117","Thenlper: GTE-Base","Thenlper","GTE-Base","1763433820","The gte-base embedding model encodes English sentences and paragraphs into a 768-dimensional dense vector space; delivering efficient and effective semantic embeddings optimized for textual similarity; semantic search; and clustering applications.","8192","text","embeddings","Other","","0.000000005","0","","","","","","","512","","","frequency_penalty|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/thenlper/gte-base-20251117/endpoints""}","null","null","thenlper/gte-base",""
"thenlper/gte-large","thenlper/gte-large-20251117","Thenlper: GTE-Large","Thenlper","GTE-Large","1763433655","The gte-large embedding model converts English sentences; paragraphs and moderate-length documents into a 1024-dimensional dense vector space; delivering high-quality semantic embeddings optimized for information retrieval; semantic textual similarity; reranking and...","8192","text","embeddings","Other","","0.00000001","0","","","","","","","512","","","frequency_penalty|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/thenlper/gte-large-20251117/endpoints""}","null","null","thenlper/gte-large",""
"intfloat/e5-large-v2","intfloat/e5-large-v2-20251117","Intfloat: E5-Large-v2","Intfloat","E5-Large-v2","1763433432","The e5-large-v2 embedding model maps English sentences; paragraphs; and documents into a 1024-dimensional dense vector space; delivering high-accuracy semantic embeddings optimized for retrieval; semantic search; reranking; and similarity-scoring tasks.","8192","text","embeddings","Other","","0.00000001","0","","","","","","","512","","","frequency_penalty|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/intfloat/e5-large-v2-20251117/endpoints""}","null","null","intfloat/e5-large-v2",""
"intfloat/e5-base-v2","intfloat/e5-base-v2-20251117","Intfloat: E5-Base-v2","Intfloat","E5-Base-v2","1763433192","The e5-base-v2 embedding model encodes English sentences and paragraphs into a 768-dimensional dense vector space; producing efficient and high-quality semantic embeddings optimized for tasks such as semantic search; similarity scoring;...","8192","text","embeddings","Other","","0.000000005","0","","","","","","","512","","","frequency_penalty|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/intfloat/e5-base-v2-20251117/endpoints""}","null","null","intfloat/e5-base-v2",""
"intfloat/multilingual-e5-large","intfloat/multilingual-e5-large-20251117","Intfloat: Multilingual-E5-Large","Intfloat","Multilingual-E5-Large","1763433047","The multilingual-e5-large embedding model encodes sentences; paragraphs; and documents across over 90 languages into a 1024-dimensional dense vector space; delivering robust semantic embeddings optimized for multilingual retrieval; cross-language similarity; and...","8192","text","embeddings","Other","","0.00000001","0","","","","","","","512","","","frequency_penalty|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/intfloat/multilingual-e5-large-20251117/endpoints""}","null","null","intfloat/multilingual-e5-large",""
"sentence-transformers/paraphrase-minilm-l6-v2","sentence-transformers/paraphrase-minilm-l6-v2-20251117","Sentence Transformers: paraphrase-MiniLM-L6-v2","SentenceTransformers","paraphrase-MiniLM-L6-v2","1763432454","The paraphrase-MiniLM-L6-v2 embedding model converts sentences and short paragraphs into a 384-dimensional dense vector space; producing high-quality semantic embeddings optimized for paraphrase detection; semantic similarity scoring; clustering; and lightweight retrieval...","8192","text","embeddings","Other","","0.000000005","0","","","","","","","512","","","frequency_penalty|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/sentence-transformers/paraphrase-minilm-l6-v2-20251117/endpoints""}","null","null","sentence-transformers/paraphrase-MiniLM-L6-v2",""
"sentence-transformers/all-minilm-l12-v2","sentence-transformers/all-minilm-l12-v2-20251117","Sentence Transformers: all-MiniLM-L12-v2","SentenceTransformers","all-MiniLM-L12-v2","1763432155","The all-MiniLM-L12-v2 embedding model maps sentences and short paragraphs into a 384-dimensional dense vector space; producing efficient and high-quality semantic embeddings optimized for tasks such as semantic search; clustering; and...","8192","text","embeddings","Other","","0.000000005","0","","","","","","","512","","","frequency_penalty|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/sentence-transformers/all-minilm-l12-v2-20251117/endpoints""}","null","null","sentence-transformers/all-MiniLM-L12-v2",""
"baai/bge-base-en-v1.5","baai/bge-base-en-v1.5-20251117","BAAI: bge-base-en-v1.5","BAAI","bge-base-en-v1.5","1763431837","The bge-base-en-v1.5 embedding model converts English sentences and paragraphs into 768-dimensional dense vectors; delivering efficient; high-quality semantic embeddings optimized for retrieval; semantic search; and document-matching workflows. This version (v1.5) features...","8192","text","embeddings","Other","","0.000000005","0","","","","","","","512","","","frequency_penalty|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/baai/bge-base-en-v1.5-20251117/endpoints""}","null","null","BAAI/bge-base-en-v1.5",""
"sentence-transformers/multi-qa-mpnet-base-dot-v1","sentence-transformers/multi-qa-mpnet-base-dot-v1-20251117","Sentence Transformers: multi-qa-mpnet-base-dot-v1","SentenceTransformers","multi-qa-mpnet-base-dot-v1","1763431339","The multi-qa-mpnet-base-dot-v1 embedding model transforms sentences and short paragraphs into a 768-dimensional dense vector space; generating high-quality semantic embeddings optimized for question-and-answer retrieval; semantic search; and similarity-scoring across diverse content.","8192","text","embeddings","Other","","0.000000005","0","","","","","","","512","","","frequency_penalty|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/sentence-transformers/multi-qa-mpnet-base-dot-v1-20251117/endpoints""}","null","null","sentence-transformers/multi-qa-mpnet-base-dot-v1",""
"baai/bge-large-en-v1.5","baai/bge-large-en-v1.5-20251117","BAAI: bge-large-en-v1.5","BAAI","bge-large-en-v1.5","1763431087","The bge-large-en-v1.5 embedding model maps English sentences; paragraphs; and documents into a 1024-dimensional dense vector space; delivering high-fidelity semantic embeddings optimized for semantic search; document retrieval; and downstream NLP tasks...","8192","text","embeddings","Other","","0.00000001","0","","","","","","","512","","","frequency_penalty|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/baai/bge-large-en-v1.5-20251117/endpoints""}","null","null","BAAI/bge-large-en-v1.5",""
"baai/bge-m3","baai/bge-m3-20251117","BAAI: bge-m3","BAAI","bge-m3","1763424372","The bge-m3 embedding model encodes sentences; paragraphs; and long documents into a 1024-dimensional dense vector space; delivering high-quality semantic embeddings optimized for multilingual retrieval; semantic search; and large-context applications.","8192","text","embeddings","Other","","0.00000001","0","","","","","","","8192","","","frequency_penalty|logit_bias|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/baai/bge-m3-20251117/endpoints""}","null","null","BAAI/bge-m3",""
"sentence-transformers/all-mpnet-base-v2","sentence-transformers/all-mpnet-base-v2-20251117","Sentence Transformers: all-mpnet-base-v2","SentenceTransformers","all-mpnet-base-v2","1763421830","The all-mpnet-base-v2 embedding model encodes sentences and short paragraphs into a 768-dimensional dense vector space; providing high-fidelity semantic embeddings well suited for tasks like information retrieval; clustering; similarity scoring; and...","8192","text","embeddings","Other","","0.000000005","0","","","","","","","512","","","frequency_penalty|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/sentence-transformers/all-mpnet-base-v2-20251117/endpoints""}","null","null","sentence-transformers/all-mpnet-base-v2",""
"sentence-transformers/all-minilm-l6-v2","sentence-transformers/all-minilm-l6-v2-20251117","Sentence Transformers: all-MiniLM-L6-v2","SentenceTransformers","all-MiniLM-L6-v2","1763421176","The all-MiniLM-L6-v2 embedding model maps sentences and short paragraphs into a 384-dimensional dense vector space; enabling high-quality semantic representations that are ideal for downstream tasks such as information retrieval; clustering;...","8192","text","embeddings","Other","","0.000000005","0","","","","","","","512","","","frequency_penalty|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/sentence-transformers/all-minilm-l6-v2-20251117/endpoints""}","null","null","sentence-transformers/all-MiniLM-L6-v2",""
"deepcogito/cogito-v2.1-671b","deepcogito/cogito-v2.1-671b-20251118","Deep Cogito: Cogito v2.1 671B","DeepCogito","Cogito v2.1 671B","1763071233","Cogito v2.1 671B MoE represents one of the strongest open models globally; matching performance of frontier closed and open models. This model is trained using self play with reinforcement learning...","128000","text","text","Other","","0.00000125","0.00000125","","","","","","","128000","","","frequency_penalty|include_reasoning|logit_bias|max_tokens|min_p|presence_penalty|reasoning|repetition_penalty|response_format|stop|structured_outputs|temperature|top_k|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/deepcogito/cogito-v2.1-671b-20251118/endpoints""}","null","null","",""
"openai/gpt-5.1","openai/gpt-5.1-20251113","OpenAI: GPT-5.1","OpenAI","GPT-5.1","1763060305","GPT-5.1 is the latest frontier-grade model in the GPT-5 series; offering stronger general-purpose reasoning; improved instruction adherence; and a more natural conversational style compared to GPT-5. It uses adaptive reasoning...","400000","image|text|file","text","GPT","","0.00000125","0.00001","","","0.01","","0.00000013","","400000","128000","","include_reasoning|max_completion_tokens|max_tokens|reasoning|response_format|seed|structured_outputs|tool_choice|tools","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/openai/gpt-5.1-20251113/endpoints""}","null","null","","agents/mobileapps:elo=1122,wr=43.8,rank=30|models/3d:elo=1139,wr=43.9,rank=67|models/asciiart:elo=1164,wr=48.6,rank=37|models/codecategories:elo=1220,wr=53.1,rank=42|models/dataviz:elo=1248,wr=58,rank=29|models/gamedev:elo=1244,wr=55.9,rank=33|models/svg:elo=1207,wr=57.4,rank=28|models/uicomponent:elo=1220,wr=53,rank=40|models/website:elo=1230,wr=54.1,rank=40"
"openai/gpt-5.1-chat","openai/gpt-5.1-chat-20251113","OpenAI: GPT-5.1 Chat","OpenAI","GPT-5.1 Chat","1763060302","GPT-5.1 Chat (AKA Instant is the fast; lightweight member of the 5.1 family; optimized for low-latency chat while retaining strong general intelligence. It uses adaptive reasoning to selectively “think” on...","128000","file|image|text","text","GPT","","0.00000125","0.00001","","","0.01","","0.00000013","","128000","32000","","max_completion_tokens|max_tokens|response_format|seed|structured_outputs|tool_choice|tools","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/openai/gpt-5.1-chat-20251113/endpoints""}","null","null","",""
"openai/gpt-5.1-codex","openai/gpt-5.1-codex-20251113","OpenAI: GPT-5.1-Codex","OpenAI","GPT-5.1-Codex","1763060298","GPT-5.1-Codex is a specialized version of GPT-5.1 optimized for software engineering and coding workflows. It is designed for both interactive development sessions and long; independent execution of complex engineering tasks....","400000","text|image","text","GPT","","0.00000125","0.00001","","","0.01","","0.00000013","","400000","128000","","include_reasoning|max_completion_tokens|max_tokens|reasoning|response_format|seed|structured_outputs|tool_choice|tools","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/openai/gpt-5.1-codex-20251113/endpoints""}","null","null","","agents/fullstack:elo=1090,wr=44.5,rank=23|agents/mobileapps:elo=1199,wr=54,rank=14|agents/webapps:elo=1089,wr=44.1,rank=24|models/codecategories:elo=1200,wr=55.2,rank=53|models/dataviz:elo=1216,wr=50.7,rank=40|models/gamedev:elo=1205,wr=52.3,rank=45|models/website:elo=1204,wr=56,rank=55"
"openai/gpt-5.1-codex-mini","openai/gpt-5.1-codex-mini-20251113","OpenAI: GPT-5.1-Codex-Mini","OpenAI","GPT-5.1-Codex-Mini","1763057820","GPT-5.1-Codex-Mini is a smaller and faster version of GPT-5.1-Codex","400000","image|text","text","GPT","","0.00000025","0.000002","","","0.01","","0.000000025","","400000","100000","true","include_reasoning|max_completion_tokens|max_tokens|reasoning|response_format|seed|structured_outputs|tool_choice|tools","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/openai/gpt-5.1-codex-mini-20251113/endpoints""}","null","null","","models/3d:elo=1066,wr=32.9,rank=83|models/asciiart:elo=1151,wr=43,rank=40|models/codecategories:elo=1143,wr=41.5,rank=73|models/dataviz:elo=1140,wr=40.6,rank=71|models/gamedev:elo=1158,wr=43.5,rank=64|models/svg:elo=1035,wr=35.3,rank=68|models/uicomponent:elo=1133,wr=40.8,rank=66|models/website:elo=1153,wr=42.8,rank=72"
"moonshotai/kimi-k2-thinking","moonshotai/kimi-k2-thinking-20251106","MoonshotAI: Kimi K2 Thinking","MoonshotAI","Kimi K2 Thinking","1762440622","Kimi K2 Thinking is Moonshot AI’s most advanced open reasoning model to date; extending the K2 series into agentic; long-horizon reasoning. Built on the trillion-parameter Mixture-of-Experts (MoE) architecture introduced in...","262144","text","text","Other","","0.0000006","0.0000025","","","","","0.00000015","","262144","100352","","frequency_penalty|include_reasoning|logprobs|max_tokens|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/moonshotai/kimi-k2-thinking-20251106/endpoints""}","null","null","moonshotai/Kimi-K2-Thinking","models/website:elo=1156,wr=48.8,rank=71"
"amazon/nova-premier-v1","amazon/nova-premier-v1","Amazon: Nova Premier 1.0","Amazon","Nova Premier 1.0","1761950332","Amazon Nova Premier is the most capable of Amazon’s multimodal models for complex reasoning tasks and for use as the best teacher for distilling custom models.","1000000","text|image","text","Nova","","0.0000025","0.0000125","","","","","0.000000625","","1000000","32000","true","max_tokens|stop|temperature|tools|top_k|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/amazon/nova-premier-v1/endpoints""}","null","null","","models/website:elo=878,wr=26.2,rank=109"
"mistralai/mistral-embed-2312","mistralai/mistral-embed-2312","Mistral: Mistral Embed 2312","Mistral","Mistral Embed 2312","1761944622","Mistral Embed is a specialized embedding model for text data; optimized for semantic search and RAG applications. Developed by Mistral AI in late 2023; it produces 1024-dimensional vectors that effectively...","8192","text","embeddings","Mistral","","0.0000001","0","","","","","","","8192","","","frequency_penalty|max_tokens|presence_penalty|response_format|seed|stop|structured_outputs|temperature|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/mistralai/mistral-embed-2312/endpoints""}","null","null","",""
"google/gemini-embedding-001","google/gemini-embedding-001","Google: Gemini Embedding 001","Google","Gemini Embedding 001","1761943410","gemini-embedding-001 provides a unified cutting edge experience across domains; including science; legal; finance; and coding. This embedding model has consistently held a top spot on the Massive Text Embedding Benchmark...","20000","text","embeddings","Gemini","","0.00000015","0","","","","","","","20000","","","max_tokens|response_format|seed|temperature|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/google/gemini-embedding-001/endpoints""}","null","null","",""
"openai/text-embedding-ada-002","openai/text-embedding-ada-002","OpenAI: Text Embedding Ada 002","OpenAI","Text Embedding Ada 002","1761865798","text-embedding-ada-002 is OpenAI's legacy text embedding model.","8192","text","embeddings","Other","","0.0000001","0","","","","","","","8192","","true","frequency_penalty|logit_bias|logprobs|max_tokens|presence_penalty|response_format|seed|stop|structured_outputs|temperature|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/openai/text-embedding-ada-002/endpoints""}","null","null","",""
"mistralai/codestral-embed-2505","mistralai/codestral-embed-2505","Mistral: Codestral Embed 2505","Mistral","Codestral Embed 2505","1761864460","Mistral Codestral Embed is specially designed for code; perfect for embedding code databases; repositories; and powering coding assistants with state-of-the-art retrieval.","8192","text","embeddings","Mistral","","0.00000015","0","","","","","","","8192","","","frequency_penalty|max_tokens|presence_penalty|response_format|seed|stop|structured_outputs|temperature|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/mistralai/codestral-embed-2505/endpoints""}","null","null","",""
"openai/text-embedding-3-large","openai/text-embedding-3-large","OpenAI: Text Embedding 3 Large","OpenAI","Text Embedding 3 Large","1761862866","text-embedding-3-large is OpenAI's most capable embedding model for both english and non-english tasks. Embeddings are a numerical representation of text that can be used to measure the relatedness between two...","8192","text","embeddings","Other","","0.00000013","0","","","","","","","8192","","true","frequency_penalty|logit_bias|logprobs|max_completion_tokens|max_tokens|presence_penalty|response_format|seed|stop|structured_outputs|temperature|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/openai/text-embedding-3-large/endpoints""}","null","null","",""
"openai/text-embedding-3-small","openai/text-embedding-3-small","OpenAI: Text Embedding 3 Small","OpenAI","Text Embedding 3 Small","1761857455","text-embedding-3-small is OpenAI's improved; more performant version of the ada embedding model. Embeddings are a numerical representation of text that can be used to measure the relatedness between two pieces...","8192","text","embeddings","Other","","0.00000002","0","","","","","","","8192","","true","frequency_penalty|logit_bias|logprobs|max_completion_tokens|max_tokens|presence_penalty|response_format|seed|stop|structured_outputs|temperature|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/openai/text-embedding-3-small/endpoints""}","null","null","",""
"perplexity/sonar-pro-search","perplexity/sonar-pro-search","Perplexity: Sonar Pro Search","Perplexity","Sonar Pro Search","1761854366","Exclusively available on the OpenRouter API; Sonar Pro's new Pro Search mode is Perplexity's most advanced agentic search system. It is designed for deeper reasoning and analysis. Pricing is based...","200000","text|image","text","Other","","0.000003","0.000015","","","0.018","","","","200000","8000","","frequency_penalty|include_reasoning|max_tokens|presence_penalty|reasoning|structured_outputs|temperature|top_k|top_p|web_search_options","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/perplexity/sonar-pro-search/endpoints""}","null","null","",""
"mistralai/voxtral-small-24b-2507","mistralai/voxtral-small-24b-2507","Mistral: Voxtral Small 24B 2507","Mistral","Voxtral Small 24B 2507","1761835144","Voxtral Small is an enhancement of Mistral Small 3; incorporating state-of-the-art audio input capabilities while retaining best-in-class text performance. It excels at speech transcription; translation and audio understanding. Input audio...","32000","text|audio|file","text","Mistral","","0.0000001","0.0000003","","","","","0.00000001","","32000","","","frequency_penalty|max_tokens|presence_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_p","{""temperature"":0.2;""top_p"":0.95;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/mistralai/voxtral-small-24b-2507/endpoints""}","null","null","mistralai/Voxtral-Small-24B-2507",""
"openai/gpt-oss-safeguard-20b","openai/gpt-oss-safeguard-20b","OpenAI: gpt-oss-safeguard-20b","OpenAI","gpt-oss-safeguard-20b","1761752836","gpt-oss-safeguard-20b is a safety reasoning model from OpenAI built upon gpt-oss-20b. This open-weight; 21B-parameter Mixture-of-Experts (MoE) model offers lower latency for safety tasks like content classification; LLM filtering; and trust...","131072","text","text","GPT","","0.000000075","0.0000003","","","","","0.0000000375","","131072","65536","","include_reasoning|max_tokens|reasoning|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/openai/gpt-oss-safeguard-20b/endpoints""}","null","null","openai/gpt-oss-safeguard-20b",""
"qwen/qwen3-embedding-8b","qwen/qwen3-embedding-8b","Qwen: Qwen3 Embedding 8B","Qwen","Qwen3 Embedding 8B","1761680622","The Qwen3 Embedding model series is the latest proprietary model of the Qwen family; specifically designed for text embedding and ranking tasks. This series inherits the exceptional multilingual capabilities; long-text...","32000","text","embeddings","Other","","0.00000001","0","","","","","","","32000","32000","","frequency_penalty|logit_bias|logprobs|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/qwen/qwen3-embedding-8b/endpoints""}","null","null","Qwen/Qwen3-Embedding-8B",""
"nvidia/nemotron-nano-12b-v2-vl:free","nvidia/nemotron-nano-12b-v2-vl","NVIDIA: Nemotron Nano 12B 2 VL (free)","NVIDIA","Nemotron Nano 12B 2 VL (free)","1761675565","NVIDIA Nemotron Nano 2 VL is a 12-billion-parameter open multimodal reasoning model designed for video understanding and document intelligence. It introduces a hybrid Transformer-Mamba architecture; combining transformer-level accuracy with Mamba’s...","128000","image|text|video","text","Other","","0","0","","","","","","","128000","128000","","include_reasoning|max_tokens|reasoning|seed|temperature|tool_choice|tools|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/nvidia/nemotron-nano-12b-v2-vl/endpoints""}","null","null","nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16",""
"qwen/qwen3-embedding-4b","qwen/qwen3-embedding-4b","Qwen: Qwen3 Embedding 4B","Qwen","Qwen3 Embedding 4B","1761662922","The Qwen3 Embedding model series is the latest proprietary model of the Qwen family; specifically designed for text embedding and ranking tasks. This series inherits the exceptional multilingual capabilities; long-text...","32768","text","embeddings","Other","","0.00000002","0","","","","","","","32768","","","frequency_penalty|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/qwen/qwen3-embedding-4b/endpoints""}","null","null","Qwen/Qwen3-Embedding-4B",""
"minimax/minimax-m2","minimax/minimax-m2","MiniMax: MiniMax M2","MiniMax","MiniMax M2","1761252093","MiniMax-M2 is a compact; high-efficiency large language model optimized for end-to-end coding and agentic workflows. With 10 billion activated parameters (230 billion total); it delivers near-frontier intelligence across general reasoning;...","204800","text","text","Other","","0.000000255","0.00000102","","","","","","","204800","131072","","frequency_penalty|include_reasoning|logprobs|max_tokens|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":1;""top_p"":0.95;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/minimax/minimax-m2/endpoints""}","null","null","MiniMaxAI/MiniMax-M2","models/3d:elo=1175,wr=48.3,rank=53|models/codecategories:elo=1184,wr=48.1,rank=60|models/dataviz:elo=1184,wr=50,rank=55|models/gamedev:elo=1183,wr=48.1,rank=56|models/svg:elo=1158,wr=55.3,rank=42|models/uicomponent:elo=1190,wr=49.2,rank=53|models/website:elo=1185,wr=48,rank=60"
"qwen/qwen3-vl-32b-instruct","qwen/qwen3-vl-32b-instruct","Qwen: Qwen3 VL 32B Instruct","Qwen","Qwen3 VL 32B Instruct","1761231332","Qwen3-VL-32B-Instruct is a large-scale multimodal vision-language model designed for high-precision understanding and reasoning across text; images; and video. With 32 billion parameters; it combines deep visual perception with advanced text...","262144","text|image","text","Qwen","","0.000000104","0.000000416","","","","","","","131072","32768","","logprobs|max_tokens|presence_penalty|response_format|seed|structured_outputs|temperature|tool_choice|tools|top_logprobs|top_p","{""temperature"":0.7;""top_p"":0.8;""top_k"":20;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":1}","","","{""details"":""/api/v1/models/qwen/qwen3-vl-32b-instruct/endpoints""}","null","null","Qwen/Qwen3-VL-32B-Instruct",""
"ibm-granite/granite-4.0-h-micro","ibm-granite/granite-4.0-h-micro","IBM: Granite 4.0 Micro","IBM","Granite 4.0 Micro","1760927695","Granite-4.0-H-Micro is a 3B parameter from the Granite 4 family of models. These models are the latest in a series of models released by IBM. They are fine-tuned for long...","131000","text","text","Other","","0.000000017","0.000000112","","","","","","","131000","131000","","frequency_penalty|logit_bias|logprobs|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/ibm-granite/granite-4.0-h-micro/endpoints""}","null","null","ibm-granite/granite-4.0-h-micro",""
